,WAF
915,5.4
916,6.1
917,4.5
918,9.2
919,6.4
920,5.5
921,8.6
922,4.7
923,3.9
924,4.7
925,5.2
926,6.2
927,4.5
928,6.4
929,5.5
930,5.4
931,6.3
932,6.2
933,13.2
934,6.6
935,6.4
936,6.2
937,7.3
938,5.3
939,6.4
940,5.5
941,6.4
942,8.8
943,7.9
944,6.8
945,6.2
946,8.0
947,6.4
948,6.1
949,5.6
950,8.7
951,6.2
952,5.7
953,6.3
954,6.3
955,5.4
956,6.8
957,7.6
958,6.0
959,10.1
960,8.6
961,4.2
962,6.7
963,13.3
964,7.0
965,8.4
966,6.0
967,6.3
968,8.8
969,6.3
970,4.5
971,6.4
972,8.7
973,5.5
974,4.6
975,6.3
976,6.3
977,9.4
978,6.3
979,6.1
980,5.0
981,6.6
982,9.0
983,8.1
984,9.3
985,5.5
986,6.5
987,9.4
988,6.4
989,6.4
990,8.3
991,4.7
992,4.4
993,4.5
994,8.7
995,9.1
996,4.3
997,5.8
998,6.4
999,5.4
1000,5.5
1001,6.4
1002,4.0
1003,5.4
1004,9.2
1005,9.1
1006,5.1
1007,12.3
1008,6.0
1009,4.7
1010,4.5
1011,5.5
1012,4.6
1013,5.3
1014,5.2
1015,5.5
1016,6.3
1017,4.5
1018,8.6
1019,9.8
1020,4.5
1021,5.3
1022,4.8
1023,6.9
1024,4.5
1025,5.8
1026,6.1
1027,6.3
1028,6.8
1029,8.4
1030,5.7
1031,8.9
1032,6.1
1033,6.5
1034,9.3
1035,6.1
1036,5.3
1037,4.9
1038,6.3
1039,10.1
1040,14.6
1041,6.3
1042,13.5
1043,6.1
1044,6.3
1045,5.3
1046,4.7
1047,5.4
1048,7.5
1049,5.5
1050,7.2
1051,5.3
1052,5.6
1053,5.3
1054,4.6
1055,3.8
1056,8.8
1057,14.8
1058,9.0
1059,9.2
1060,5.4
1061,9.0
1062,8.1
1063,5.5
1064,5.8
1065,9.3
1066,3.6
1067,5.6
1068,6.2
1069,6.4
1070,10.0
1071,5.2
1072,3.9
1073,6.2
1074,9.0
1075,11.7
1076,5.8
1077,6.6
1078,7.6
1079,4.7
1080,4.2
1081,5.2
1082,5.3
1083,4.1
1084,7.9
1085,6.3
1086,9.1
1087,8.7
1088,5.5
1089,9.0
1090,6.1
1091,26.4
1092,5.6
1093,5.3
1094,6.0
1095,5.3
1096,6.2
1097,6.8
1098,8.4
1099,9.1
1100,5.6
1101,6.4
1102,7.8
1103,5.5
1104,13.9
1105,5.5
1106,6.3
1107,6.9
1108,9.4
1109,5.2
1110,6.0
1111,5.5
1112,9.3
1113,6.1
1114,4.2
1115,6.3
1116,5.9
1117,6.0
1118,8.2
1119,4.7
1120,5.8
1121,6.1
1122,8.1
1123,4.9
1124,5.7
1125,6.4
1126,6.0
1127,8.8
1128,9.3
1129,6.4
1130,6.4
1131,10.0
1132,6.2
1133,6.2
1134,4.7
1135,6.3
1136,6.1
1137,6.5
1138,6.6
1139,9.4
1140,7.8
1141,9.4
1142,6.1
1143,5.8
1144,8.8
1145,9.1
1146,8.2
1147,9.4
1148,8.0
1149,7.8
1150,6.8
1151,5.6
1152,4.8
1153,8.8
1154,5.6
1155,6.0
1156,9.0
1157,9.1
1158,6.0
1159,9.3
1160,6.4
1161,7.5
1162,5.0
1163,6.3
1164,8.9
1165,6.4
1166,6.0
1167,5.7
1168,5.7
1169,6.5
1170,9.4
1171,6.1
1172,5.2
1173,5.0
1174,6.3
1175,9.4
1176,9.2
1177,8.4
1178,5.5
1179,6.0
1180,4.8
1181,9.3
1182,6.3
1183,4.6
1184,6.1
1185,6.2
1186,6.8
1187,7.9
1188,6.6
1189,8.6
1190,5.2
1191,5.3
1192,4.1
1193,5.5
1194,8.0
1195,5.5
1196,4.4
1197,6.6
1198,5.4
1199,9.0
1200,4.6
1201,8.6
1202,13.9
1203,5.3
1204,6.3
1205,9.1
1206,9.2
1207,8.8
1208,4.4
1209,4.6
1210,5.6
1211,5.8
1212,8.6
1213,14.1
1214,6.2
1215,8.4
1216,6.2
1217,8.3
1218,11.6
1219,11.9
1220,8.7
1221,9.3
1222,5.7
1223,6.4
1224,6.6
1225,6.3
1226,5.1
1227,6.6
1228,4.7
1229,6.4
1230,6.0
1231,4.9
1232,4.5
1233,7.0
1234,5.9
1235,4.2
1236,4.9
1237,4.3
1238,12.5
1239,5.7
1240,4.7
1241,9.4
1242,6.2
1243,6.0
1244,6.3
1245,6.6
1246,8.6
1247,5.7
1248,9.9
1249,8.7
1250,8.7
1251,6.0
1252,6.4
1253,6.1
1254,6.0
1255,6.4
1256,6.6
1257,9.0
1258,5.2
1259,10.1
1260,5.1
1261,5.2
1262,6.3
1263,5.4
1264,6.4
1265,6.4
1266,8.6
1267,5.9
1268,9.0
1269,6.3
1270,6.7
1271,5.3
1272,6.1
1273,6.1
1274,5.5
1275,6.0
1276,5.7
1277,6.4
1278,5.5
1279,4.0
1280,5.1
1281,3.9
1282,8.9
1283,7.8
1284,4.6
1285,6.0
1286,5.9
1287,5.5
1288,5.6
1289,8.8
1290,8.0
1291,4.6
1292,6.2
1293,6.4
1294,9.5
1295,6.4
1296,6.4
1297,6.3
1298,5.8
1299,7.0
1300,5.3
1301,6.5
1302,4.8
1303,5.0
1304,6.3
1305,6.4
1306,4.2
1307,6.0
1308,5.2
1309,5.2
1310,5.1
1311,5.5
1312,4.9
1313,5.9
1314,6.5
1315,8.4
1316,5.4
1317,4.4
1318,6.8
1319,6.9
1320,5.8
1321,6.3
1322,5.7
1323,8.9
1324,8.6
1325,5.3
1326,6.5
1327,6.4
1328,6.3
1329,5.4
1330,8.2
1331,6.7
1332,5.4
1333,5.5
1334,3.7
1335,8.2
1336,13.0
1337,5.5
1338,5.8
1339,9.0
1340,5.8
1341,4.0
1342,5.5
1343,5.5
1344,9.1
